Associated User,Machine Name,Delivery Group,Session Start Time,Session End Time,Session Duration (hr:min)
abhasker2,ADCF\FACAD3PDECX07P,SAS,12/1/2017 8:06:55 AM,12/1/2017 7:05:36 PM,10:58
abhasker2,ADCF\FACAD3PDECX08P,SPSS,12/1/2017 8:13:12 AM,12/1/2017 7:05:46 PM,10:52
estewart7,ADCF\FACAD3PDECX07P,SAS,12/1/2017 7:06:09 AM,12/1/2017 4:30:08 PM,9:23
ksullivan7,ADCF\FACAD3PDECX05P,Analysts,12/2/2017 9:42:05 AM,12/2/2017 6:25:35 PM,8:43
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 4:06:39 PM,12/5/2017 6:04:12 PM,1:57
rquah0,ADCF\FACAD3PDECX07P,SAS,12/4/2017 7:55:20 AM,12/4/2017 9:13:32 AM,1:18
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,12/3/2017 11:58:29 PM,12/4/2017 12:01:37 AM,0:3
estewart7,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 7:34:55 AM,12/4/2017 4:37:39 PM,9:2
myi12,ADCF\FACAD3PDECX05P,Analysts,12/6/2017 5:44:34 PM,12/6/2017 8:02:57 PM,2:18
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 8:55:55 AM,12/4/2017 10:28:31 AM,1:32
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/6/2017 2:09:24 PM,12/6/2017 7:18:19 PM,5:8
myi12,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 9:08:36 AM,12/5/2017 4:00:09 PM,6:51
fhuante2,ADCF\FACAD3PDECX08P,SPSS,12/7/2017 11:44:50 AM,12/7/2017 5:55:05 PM,6:10
plockwood-bean0,ADCF\FACAD3PDECX07P,SAS,12/7/2017 8:21:26 AM,12/7/2017 2:42:06 PM,6:20
yshen,ADCF\FACAD3PDECX05P,Analysts,12/5/2017 10:13:19 AM,12/5/2017 4:35:51 PM,6:22
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,12/5/2017 4:23:01 PM,12/5/2017 7:00:58 PM,2:37
estewart7,ADCF\FACAD3PDECX07P,SAS,12/6/2017 9:35:36 AM,12/6/2017 2:27:31 PM,4:51
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/7/2017 9:37:21 AM,12/7/2017 4:29:16 PM,6:51
jfarag2,ADCF\FACAD3PDECX07P,SAS,12/7/2017 6:20:27 AM,12/7/2017 10:35:36 AM,4:15
aperez,ADCF\FACAD3PDECX08P,SPSS,12/7/2017 11:51:48 AM,12/7/2017 1:51:46 PM,1:59
paliaga0,ADCF\FACAD3PDECX06P,UNIV_SAS,12/4/2017 6:37:05 AM,12/4/2017 7:22:09 AM,0:45
myi12,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 8:06:21 AM,12/4/2017 3:12:52 PM,7:6
jfisher11,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 8:19:09 AM,12/5/2017 4:25:39 PM,8:6
aallen13,ADCF\FACAD3PDECX07P,SAS,12/4/2017 10:21:30 AM,12/4/2017 4:00:39 PM,5:39
jtolins0,ADCF\FACAD3PDECX05P,Analysts,12/1/2017 2:43:27 PM,12/1/2017 5:07:51 PM,2:24
supgde,ADCF\FACAD3PDECX08P,SPSS,12/5/2017 11:55:53 AM,12/5/2017 12:00:09 PM,0:4
kszeto0,ADCF\FACAD3PDECX05P,Analysts,12/4/2017 9:11:27 AM,12/4/2017 5:18:04 PM,8:6
